,IDcensus,census_city,state,Pop2010,Pop2011,Pop2012,Pop2013,Pop2014,Pop2015,Pop2016,Pop2017,Pop2018,Pop2019,citystate,state_id,lat,lng
611,353,South Gate,California,94434,94591,94577,94674,94741,95597,95245,94848,94135,93444,"South Gate, California",CA,33.9448,-118.1926
612,463,South Jordan,Utah,51301,53309,55842,59142,62446,66034,68545,70929,73837,76598,"South Jordan, Utah",UT,40.556999999999995,-111.9782
613,542,South San Francisco,California,63701,64448,65581,66237,66813,67221,67220,67180,67617,67789,"South San Francisco, California",CA,37.6536,-122.4197
614,686,Southaven,Mississippi,49125,49756,50407,50977,51740,52529,53200,54155,54979,55780,"Southaven, Mississippi",MS,34.9514,-89.9787
615,494,Southfield,Michigan,71760,72248,72711,73226,73439,73389,73465,73386,72976,72689,"Southfield, Michigan",MI,42.4765,-83.2605
616,294,Sparks,Nevada,91237,91616,92406,93317,94561,95759,98068,100048,103979,105006,"Sparks, Nevada",NV,39.5729,-119.7157
617,311,Spokane Valley,Washington,90047,90665,90659,91240,92569,94163,95652,97570,99308,101060,"Spokane Valley, Washington",WA,47.6626,-117.2346
618,99,Spokane,Washington,209525,209042,209304,210036,211095,212545,215191,217415,219332,222081,"Spokane, Washington",WA,47.6671,-117.43299999999999
619,429,Springdale,Arkansas,71129,72453,73712,75121,76238,77524,78737,79819,80907,81125,"Springdale, Arkansas",AR,36.1899,-94.1574
620,256,Springfield,Illinois,117138,117786,117928,117633,117489,117221,116536,115771,114840,114230,"Springfield, Illinois",IL,39.771,-89.6538
621,167,Springfield,Massachusetts,153569,153773,153933,154056,154376,154582,154028,154207,154329,153606,"Springfield, Massachusetts",MA,42.1155,-72.5395
622,157,Springfield,Missouri,159376,160246,161915,163708,164749,166133,166541,167116,167539,167882,"Springfield, Missouri",MO,37.1943,-93.2916
623,649,Springfield,Ohio,60531,60267,60079,59872,59730,59449,58906,59168,59263,58877,"Springfield, Ohio",OH,39.9297,-83.7957
624,597,Springfield,Oregon,59445,59859,59974,60019,60164,60436,61531,62373,62806,63230,"Springfield, Oregon",OR,44.0538,-122.98100000000001
625,510,St. Charles,Missouri,66396,66633,66986,68151,68568,69120,69402,70390,70807,71028,"St. Charles, Missouri",MO,38.7954,-90.5157
626,647,St. Clair Shores,Michigan,59767,59799,59986,60183,60085,59912,59788,59657,59282,58984,"St. Clair Shores, Michigan",MI,42.4921,-82.8957
627,712,St. Cloud,Florida,37983,39474,41175,42504,44605,46742,48578,51700,54200,54579,"St. Cloud, Florida",FL,28.2294,-81.2829
628,535,St. Cloud,Minnesota,65919,65873,65930,66085,66536,67352,67832,68103,68181,68462,"St. Cloud, Minnesota",MN,45.5339,-94.1718
629,372,St. George,Utah,72837,73789,75010,76275,77942,79574,81696,84547,87113,89587,"St. George, Utah",UT,37.077,-113.57700000000001
630,479,St. Joseph,Missouri,76659,77202,77332,77221,76994,76496,76443,76076,75604,74875,"St. Joseph, Missouri",MO,39.7599,-94.821
631,65,St. Louis,Missouri,319336,319344,319416,318476,317399,316010,312633,308233,303419,300576,"St. Louis, Missouri",MO,38.6358,-90.2451
632,63,St. Paul,Minnesota,285510,288872,291280,295054,297655,299915,302948,304913,306960,308096,"St. Paul, Minnesota",MN,44.9477,-93.104
633,659,St. Peters,Missouri,52796,53414,54062,54825,56012,56742,57159,57179,57123,58212,"St. Peters, Missouri",MO,38.7824,-90.6061
634,78,St. Petersburg,Florida,245222,245871,246656,248453,252225,255041,259266,262588,264466,265351,"St. Petersburg, Florida",FL,27.7931,-82.6652
635,214,Stamford,Connecticut,122781,123988,125046,126306,127951,128352,128974,129880,129806,129638,"Stamford, Connecticut",CT,41.1035,-73.5583
636,209,Sterling Heights,Michigan,129709,130042,130672,131521,132136,132041,132522,132681,132725,132438,"Sterling Heights, Michigan",MI,42.5809,-83.0305
637,778,Stillwater,Oklahoma,45762,46264,46723,47426,48454,49135,49769,50039,50479,50299,"Stillwater, Oklahoma",OK,36.1316,-97.074
638,62,Stockton,California,292888,295363,297045,297493,301062,304550,307158,310143,311628,312697,"Stockton, California",CA,37.9765,-121.3109
639,361,Suffolk,Virginia,84813,84750,85251,85751,86882,88079,89194,90108,90975,92108,"Suffolk, Virginia",VA,36.6953,-76.6398
640,239,Sugar Land,Texas,108403,109854,111277,113490,116807,118405,118784,118967,118777,118488,"Sugar Land, Texas",TX,29.5935,-95.6357
641,170,Sunnyvale,California,140462,143805,146436,148055,149769,151630,153544,153217,152807,152703,"Sunnyvale, California",CA,37.3836,-122.0256
642,339,Sunrise,Florida,84548,86303,88582,89757,90661,91928,93668,94274,95219,95166,"Sunrise, Florida",FL,26.1547,-80.2997
643,187,Surprise,Arizona,117643,119617,122266,125035,127880,130336,132846,134781,137717,141664,"Surprise, Arizona",AZ,33.68,-112.4524
644,186,Syracuse,New York,145215,144526,144414,145044,144331,143816,143176,142287,142745,142327,"Syracuse, New York",NY,43.0409,-76.1438
645,101,Tacoma,Washington,198230,199519,201537,202127,203740,206784,210248,213417,216111,217827,"Tacoma, Washington",WA,47.2431,-122.4531
646,131,Tallahassee,Florida,181438,182997,186298,185602,187094,188645,188870,191655,192763,194500,"Tallahassee, Florida",FL,30.4551,-84.2526
647,559,Tamarac,Florida,60921,62019,62752,63262,63731,64499,65517,66148,66447,66721,"Tamarac, Florida",FL,26.2056,-80.2542
648,48,Tampa,Florida,337053,342589,348090,355172,362664,371464,380344,391026,397232,399700,"Tampa, Florida",FL,27.9942,-82.4451
649,674,Taunton,Massachusetts,55851,55876,55990,56109,56659,56838,56939,56982,57365,57464,"Taunton, Massachusetts",MA,41.9036,-71.0943
650,616,Taylor,Michigan,62982,62631,62465,61957,62068,61777,61580,61404,61163,60922,"Taylor, Michigan",MI,42.226000000000006,-83.2688
651,629,Taylorsville,Utah,58754,59761,60210,60530,60361,60290,60401,60057,60005,59805,"Taylorsville, Utah",UT,40.657,-111.9493
652,254,Temecula,California,100703,102640,104295,106073,108671,111140,112402,113987,114614,114761,"Temecula, California",CA,33.4928,-117.1315
653,127,Tempe,Arizona,162323,164477,168549,170740,175636,179114,184877,185792,191746,195805,"Tempe, Arizona",AZ,33.3881,-111.9318
654,448,Temple,Texas,66614,67124,68756,69544,70199,71786,73003,74377,76165,78439,"Temple, Texas",TX,31.1076,-97.3894
655,620,Terre Haute,Indiana,60787,60993,61176,60921,60785,60596,60683,60816,60775,60622,"Terre Haute, Indiana",IN,39.4654,-87.3763
656,780,Texas City,Texas,45284,45179,45577,45900,46383,47299,47994,48417,49078,50094,"Texas City, Texas",TX,29.4128,-94.9658
657,190,Thornton,Colorado,119391,121911,124361,127022,129479,132176,134574,136777,139352,141464,"Thornton, Colorado",CO,39.9197,-104.9438
658,218,Thousand Oaks,California,126732,127325,127657,128224,128636,128632,128480,128229,127279,126813,"Thousand Oaks, California",CA,34.1914,-118.8755
659,693,Tigard,Oregon,48326,49244,49818,50361,50674,51060,51978,53373,54652,55514,"Tigard, Oregon",OR,45.4237,-122.7845
660,76,Toledo,Ohio,287065,285425,283185,282352,280712,279898,278897,276688,274864,272779,"Toledo, Ohio",OH,41.6639,-83.5822
661,221,Topeka,Kansas,127914,128228,128095,127725,127489,127396,126948,126517,125778,125310,"Topeka, Kansas",KS,39.0346,-95.6955
662,184,Torrance,California,145154,145769,146257,146671,146845,146950,146416,145781,144706,143592,"Torrance, California",CA,33.8346,-118.3417
663,342,Tracy,California,83620,84302,84727,84872,85713,86953,89181,90701,91818,94740,"Tracy, California",CA,37.7269,-121.4522
664,413,Trenton,New Jersey,85004,84854,84631,84503,84042,83519,83313,83497,83604,83203,"Trenton, New Jersey",NJ,40.2236,-74.7641
665,409,Troy,Michigan,81020,81649,82271,83007,83399,83496,84092,84187,84111,84092,"Troy, Michigan",MI,42.5818,-83.1457
666,785,Troy,New York,50081,50020,49848,49921,49968,49776,49597,49433,49354,49154,"Troy, New York",NY,42.7354,-73.6751
667,33,Tucson,Arizona,527160,530709,531880,532945,534800,535607,537528,541377,544858,548073,"Tucson, Arizona",AZ,32.1545,-110.8782
668,573,Tulare,California,59432,59789,60625,60905,61444,61915,62538,63486,64274,65496,"Tulare, California",CA,36.1996,-119.34
669,47,Tulsa,Oklahoma,392403,393005,394643,398401,399892,403491,404007,402060,400414,401190,"Tulsa, Oklahoma",OK,36.1284,-95.9042
670,486,Turlock,California,68848,69251,69719,70261,70868,71776,72578,73241,73396,73631,"Turlock, California",CA,37.5053,-120.8588
671,309,Tuscaloosa,Alabama,90456,90913,92307,93886,95688,97576,98428,99629,100190,101129,"Tuscaloosa, Alabama",AL,33.2348,-87.5267
672,440,Tustin,California,75472,76227,77575,78122,80138,80088,80245,80121,79578,79348,"Tustin, California",CA,33.7309,-117.8106
673,779,Twin Falls,Idaho,44517,44851,45088,45846,46480,47280,48287,49298,49713,50197,"Twin Falls, Idaho",ID,42.5645,-114.4615
674,288,Tyler,Texas,97140,98015,98941,99730,101557,102712,103904,104738,105668,106985,"Tyler, Texas",TX,32.3184,-95.3062
675,484,Union City,California,69630,70597,71642,72552,73481,74343,75465,75227,74560,74107,"Union City, California",CA,37.603,-122.0187
676,540,Union City,New Jersey,66459,67446,67844,68232,68302,68119,68365,68485,68124,67982,"Union City, New Jersey",NJ,40.7674,-74.0323
677,460,Upland,California,73884,74465,74933,75188,75542,75970,76374,76778,76833,77140,"Upland, California",CA,34.1178,-117.6603
678,630,Utica,New York,62209,62036,61886,61680,61289,60912,60618,60374,60040,59750,"Utica, New York",NY,43.0961,-75.226
679,313,Vacaville,California,92557,93225,93660,94023,95394,96224,97994,99604,99949,100670,"Vacaville, California",CA,38.359,-121.96799999999999
680,681,Valdosta,Georgia,54977,55787,57156,56088,56309,55818,55846,56054,56428,56457,"Valdosta, Georgia",GA,30.8502,-83.2788
681,231,Vallejo,California,116137,116709,117599,118550,119602,120477,120949,121546,121677,121692,"Vallejo, California",CA,38.1133,-122.2358
682,138,Vancouver,Washington,167595,169046,170035,171565,173406,176409,178621,180360,182887,184463,"Vancouver, Washington",WA,45.6366,-122.5967
683,556,Victoria,Texas,62675,63113,64244,64964,65904,67154,67346,67019,66835,66916,"Victoria, Texas",TX,28.8285,-96.985
684,229,Victorville,California,116278,117891,119831,120697,121087,121442,121725,121988,121952,122385,"Victorville, California",CA,34.5277,-117.3536
685,637,Vineland,New Jersey,60820,60984,60921,60874,60887,60583,60312,59862,59856,59439,"Vineland, New Jersey",NJ,39.4653,-74.9981
686,44,Virginia Beach,Virginia,438859,442583,445044,447706,448864,450304,450983,449896,449849,449974,"Virginia Beach, Virginia",VA,36.7335,-76.0435
687,202,Visalia,California,124869,125649,126420,127309,128482,129369,130662,132388,133428,134605,"Visalia, California",CA,36.3276,-119.3269
688,306,Vista,California,93401,94355,95307,96211,96999,99623,100746,100740,100784,101638,"Vista, California",CA,33.1896,-117.2386
689,197,Waco,Texas,125377,126443,127494,129011,129860,131801,133421,136939,137886,139236,"Waco, Texas",TX,31.5598,-97.1881
690,519,Walnut Creek,California,64314,64827,65529,66812,67500,68747,69235,69645,69843,70166,"Walnut Creek, California",CA,37.9024,-122.0398
691,604,Waltham,Massachusetts,60889,61382,62047,62327,63114,63003,62939,62822,62563,62495,"Waltham, Massachusetts",MA,42.3889,-71.2423
692,455,Warner Robins,Georgia,70047,71523,72522,73253,73859,73991,74950,75394,76365,77617,"Warner Robins, Georgia",GA,32.597,-83.6529
693,205,Warren,Michigan,134081,134173,134590,135312,135666,135386,135245,135100,134376,133943,"Warren, Michigan",MI,42.4934,-83.027
694,431,Warwick,Rhode Island,82643,82049,81700,81548,81710,81142,81027,80820,80966,81004,"Warwick, Rhode Island",RI,41.7062,-71.4334
695,20,Washington,District of Columbia,605226,619800,634924,650581,662328,675400,685815,694906,701547,705749,"Washington, District of Columbia",DC,38.9047,-77.0163
696,285,Waterbury,Connecticut,110350,110074,110019,109733,109524,108993,108453,108277,108123,107568,"Waterbury, Connecticut",CT,41.5583,-73.0361
697,550,Waterloo,Iowa,68492,68554,68535,68700,68676,68619,68108,67758,67722,67328,"Waterloo, Iowa",IA,42.492,-92.3522
698,723,Watsonville,California,51278,51593,51887,52412,52959,53528,53774,53919,53875,53856,"Watsonville, California",CA,36.9206,-121.7706
699,390,Waukegan,Illinois,89167,88998,88799,88897,88791,88369,88157,87615,86680,86075,"Waukegan, Illinois",IL,42.3697,-87.8716
700,500,Waukesha,Wisconsin,71215,71224,71717,71775,72009,72375,72405,72516,72453,72299,"Waukesha, Wisconsin",WI,43.0087,-88.2464
701,628,West Allis,Wisconsin,60418,60492,60695,60803,60765,60709,60331,59845,59410,59890,"West Allis, Wisconsin",WI,43.0068,-88.0296
702,293,West Covina,California,106123,106721,107082,107348,107447,107540,107437,106942,105964,105101,"West Covina, California",CA,34.0555,-117.9112
703,541,West Des Moines,Iowa,56864,57562,58154,59733,61827,63489,64595,65556,66605,67899,"West Des Moines, Iowa",IA,41.5522,-93.7805
704,709,West Haven,Connecticut,55570,55510,55284,55130,55289,54872,54640,54841,54895,54620,"West Haven, Connecticut",CT,41.2739,-72.9672
705,248,West Jordan,Utah,104023,106349,108086,109735,110416,111293,113325,113945,115610,116480,"West Jordan, Utah",UT,40.6024,-112.0008
706,766,West Lafayette,Indiana,42052,42526,43227,43666,44975,46174,47503,47504,49019,50996,"West Lafayette, Indiana",IN,40.4432,-86.9239
707,265,West Palm Beach,Florida,100813,101498,102526,103420,104314,106850,108740,110328,111058,111955,"West Palm Beach, Florida",FL,26.7468,-80.1316
708,730,West Sacramento,California,48842,49106,49528,49978,51637,52431,52933,53304,53601,53519,"West Sacramento, California",CA,38.5557,-121.5504
709,201,West Valley City,Utah,129653,131031,132463,133744,134431,135903,136741,136334,135982,135248,"West Valley City, Utah",UT,40.6889,-112.0115
710,424,Westland,Michigan,83959,83518,83334,82659,82628,82321,82115,81940,81752,81511,"Westland, Michigan",MI,42.3192,-83.3805
711,367,Westminster,California,89772,90710,91223,91624,91555,91582,91510,91176,90742,90643,"Westminster, California",CA,33.7523,-117.9938
712,258,Westminster,Colorado,106434,107739,109083,110422,111517,112420,112984,112961,113227,113166,"Westminster, Colorado",CO,39.8837,-105.0624
713,509,Weston,Florida,65591,66840,67702,68333,68926,69687,70324,70901,71030,71166,"Weston, Florida",FL,26.1006,-80.4054
714,743,Wheaton,Illinois,53104,53416,53576,53765,53769,53736,53518,53406,53108,52745,"Wheaton, Illinois",IL,41.8561,-88.1083
715,661,White Plains,New York,56946,57183,57255,57647,57733,58020,58000,58388,58141,58109,"White Plains, New York",NY,41.022,-73.7549
716,398,Whittier,California,85319,85633,85968,86326,86482,86705,86600,86326,85791,85098,"Whittier, California",CA,33.9678,-118.0188
717,295,Wichita Falls,Texas,104790,103966,104628,104948,105208,103892,104075,104325,104356,104683,"Wichita Falls, Texas",TX,33.9072,-98.5291
718,51,Wichita,Kansas,382745,383773,385751,387210,388416,389412,390519,390277,389231,389938,"Wichita, Kansas",KS,37.6896,-97.3442
719,520,Wilmington,Delaware,70764,70868,71045,71201,71201,71131,70919,70658,70457,70166,"Wilmington, Delaware",DE,39.7415,-75.5413
720,224,Wilmington,North Carolina,106754,108141,109658,111686,113320,115050,118770,120836,122616,123744,"Wilmington, North Carolina",NC,34.21,-77.8866
721,90,Winston-Salem,North Carolina,230022,231867,233867,235728,238478,239755,241776,244501,246535,247945,"Winston-Salem, North Carolina",NC,36.1029,-80.2611
722,492,Woodbury,Minnesota,62250,63559,64472,65523,66625,67445,68495,69520,71231,72828,"Woodbury, Minnesota",MN,44.9056,-92.92299999999999
723,621,Woodland,California,55615,55786,56272,56713,57328,58385,59098,59923,60474,60548,"Woodland, California",CA,38.6712,-121.75
724,136,Worcester,Massachusetts,181759,182387,182575,183327,184559,184627,184859,185325,185555,185428,"Worcester, Massachusetts",MA,42.2705,-71.8079
725,737,Wylie,Texas,42044,43597,44769,45352,46439,47348,48499,49536,51003,53067,"Wylie, Texas",TX,33.0362,-96.5161
726,468,Wyoming,Michigan,72131,72729,73509,74307,74986,75298,75685,76056,75839,75667,"Wyoming, Michigan",MI,42.8909,-85.7066
727,352,Yakima,Washington,91637,92605,92654,92713,92790,92953,93429,93500,93548,93637,"Yakima, Washington",WA,46.5923,-120.5496
728,117,Yonkers,New York,196407,197584,198057,198769,199367,199667,200077,199873,199883,200370,"Yonkers, New York",NY,40.9466,-73.8674
729,543,Yorba Linda,California,64390,65610,66282,66803,67359,67527,68033,67895,67589,67644,"Yorba Linda, California",CA,33.889,-117.7714
730,574,Youngstown,Ohio,66876,66556,66056,65470,65142,64687,64335,64540,64860,65469,"Youngstown, Ohio",OH,41.0993,-80.6463
731,554,Yuba City,California,65631,65364,65283,65538,65757,66134,66218,66564,66695,67010,"Yuba City, California",CA,39.1357,-121.6381
732,722,Yucaipa,California,51474,51954,52280,52546,52730,52981,53186,53496,53557,53921,"Yucaipa, California",CA,34.0336,-117.0429
733,323,Yuma,Arizona,91328,94241,93701,92998,93624,94155,95259,96399,97648,98285,"Yuma, Arizona",AZ,32.5992,-114.5488
